sequence,count,common_words
the,5711,the, their, they
and,1952,and, england, hand
ing,1381,being, king, having
ion,1373,opinion, imagination, restoration
his,1235,his, this, history
ent,1070,different, gentleman, sent
tio,1034,imagination, restoration, nation
ter,943,character, after, letter
tha,913,that, than, 'that
hat,886,that, what, whatever
for,820,for, before, form
ati,726,imagination, restoration, nation
was,698,was, 'twas, wasting
wit,671,with, without, wit
ver,667,very, every, however
ith,664,with, without, either
ere,658,were, there, where
nce,626,once, influence, since
whi,626,which, while, whig
dis,618,addison, addison's, distinguished
ect,610,spectator, project, subject
her,607,other, there, her
ons,601,addison's, donations, consequence
ers,592,manners, letters, papers
ted,565,united, exhibited, treated
son,541,addison, addison's, reason
ate,539,state, states, greatest
con,534,second, conversation, consequence
ich,515,which, lichfield, rich
men,511,men, government, agreement
hic,509,which, philosophical, gothic
res,503,restoration, interest, present
all,496,all, shall, called
pro,489,project, probably, produced
ess,483,business, doubtless, success
per,470,paper, period, papers
rea,469,great, reason, reader
our,454,our, your, court
thi,454,this, nothing, think
ave,429,have, gave, leave
rit,423,written, spirit, writers
not,421,not, another, nothing
man,410,man, many, manners
add,404,addison, addison's, addressed
int,398,into, interest, acquaintance
ain,392,against, certain, certainly
eve,388,every, however, never
iti,379,political, position, criticism
tat,378,spectator, tatler, state
enc,372,french, influence, evidence
iso,370,addison, addison's, morison
tic,370,political, criticism, tickell
ddi,369,addison, addison's, additional
est,369,best, restoration, interest
ive,365,give, received, gives
tho,360,though, without, those
tor,359,spectator, restoration, tory
hav,359,have, having, behaviour
com,357,common, come, composition
pre,356,present, press, represented
ous,355,house, various, religious
but,354,but, distributed, contributed
are,350,are, appeared, shakespeare
der,349,under, order, reader
ste,348,steele, taste, tastes
ear,345,years, year, appears
him,341,him, himself, whim
ten,340,gutenberg, written, often
had,337,had, shadwell, shadow
oun,333,found, country, account
rom,331,from, roman, rome
nte,331,interest, intelligence, intended
nde,329,under, indeed, correspondence
ist,329,history, distinguished, characteristic
ine,325,fine, lines, business
spe,325,spectator, shakespeare, respect
een,324,been, between, queen
und,323,under, found, foundation
ite,323,literary, writers, literature
act,322,character, fact, act
art,314,part, party, art
hou,314,though, without, thought
sta,313,state, stage, states
ght,313,thought, might, right
tin,310,latin, writing, writings
ble,307,possible, fashionable, admirable
par,306,part, party, particular
tur,302,nature, natural, literature
tte,299,letter, written, letters
cou,297,could, country, account
ugh,292,though, thought, through
who,291,who, whom, whose
eat,289,great, death, greatest
ove,285,over, love, above
tra,285,translation, tragedy, travels
cha,281,character, charles, chapter
red,281,appeared, required, considered
age,279,stage, age, language
nat,279,nature, natural, imagination
lit,278,political, little, literary
fro,276,from, confronting, froude
ell,276,well, tickell, intelligence
wer,274,were, power, powers
ish,273,english, published, distinguished
rat,273,literature, restoration, rather
sti,270,still, distinguished, characteristic
ure,270,nature, literature, pleasure
one,267,one, done, alone
oth,266,other, both, another
ide,265,side, evidence, ideas
har,262,character, charles, charge
sed,262,used, passed, pleased
ill,261,will, till, still
end,260,friend, friends, end
oug,259,though, thought, through
ind,258,mind, find, kind
ity,258,morality, authority, opportunity
era,256,literary, literature, general
ies,255,parties, copies, tories
str,254,ministry, strong, distributed
anc,254,acquaintance, performance, circumstances
abl,252,probably, fashionable, admirable
wor,250,work, works, world
cti,249,action, actions, acting
ord,249,lord, order, oxford
any,248,any, many, anything
pec,245,spectator, respect, expected
igh,242,might, high, right
ica,240,political, classical, critical
